"ID","MODOMICS code","Name","Reference NucleoBase","Short Name","SMILES","RNAMods code","Moiety type"
"405","47551G","7-aminocarboxypropyl-demethylwyosine-5'-monophosphate","Guanosine","pyW-86","Cc1nc2[nH]c3c(c(=O)[n]2c1CCC(N)C(=O)O)nc[n]3[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O","","nucleotide"
"406","347551G","7-aminocarboxypropylwyosine-5'-monophosphate","Guanosine","pyW-72","Cc1nc2[n](C)c3c(c(=O)[n]2c1CCC(N)C(=O)O)nc[n]3[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O","","nucleotide"
"407","348551G","7-aminocarboxypropylwyosine methyl ester-5'-monophosphate","Guanosine","pyW-58","COC(=O)C(N)CCc1c(C)nc2[n](C)c3c(c(=O)[n]12)nc[n]3[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O","","nucleotide"
"408","101551G","7-aminomethyl-7-deazaguanosine-5'-monophosphate","Guanosine","ppreQ1","NCc1c[n]([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c2nc(N)[nH]c(=O)c12","","nucleotide"
"409","100551G","7-cyano-7-deazaguanosine-5'-monophosphate","Guanosine","ppreQ0","N#Cc1c[n]([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c2nc(N)[nH]c(=O)c12","","nucleotide"
"410","8551A","8-methyladenosine-5'-monophosphate","Adenosine","pm8A","Cc1nc2c(N)ncnc2[n]1[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O","","nucleotide"
"411","20551C","agmatidine-5'-monophosphate","Cytidine","pC+","N=C(N)NCCCCNc1nc(=N)cc[n]1[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O","","nucleotide"
"412","103551G","archaeosine-5'-monophosphate","Guanosine","pG+","N=C(N)c1c[n]([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c2nc(N)[nH]c(=O)c12","(","nucleotide"
"413","69551A","cyclic N6-threonylcarbamoyladenosine-5'-monophosphate","Adenosine","pct6A","CC(O)C1NC(=Nc2ncnc3c2nc[n]3[C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)OC1=O","","nucleotide"
"414","102551G","epoxyqueuosine-5'-monophosphate","Guanosine","poQ","Nc1nc2c(c(CN[C@H]3C4OC4[C@H](O)[C@@H]3O)c[n]2[C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1","","nucleotide"
"415","104551G","galactosyl-queuosine-5'-monophosphate","Guanosine","pgalQ","Nc1nc2c(c(CN[C@H]3C=C[C@H](O)[C@@H]3O[C@@H]3OC(CO)[C@H](O)[C@@H](O)C3O)c[n]2[C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1","9","nucleotide"
"416","105551G","glutamyl-queuosine-5'-monophosphate","Guanosine","pgluQ","Nc1nc2c(c(CN[C@H]3C=C[C@H](O)[C@@H]3OC(=O)C(N)CCC(=O)O)c[n]2[C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1","⊄","nucleotide"
"417","2165551A","hydroxy-N6-threonylcarbamoyladenosine-5'-monophosphate","Adenosine","pht6A","O=C(Nc1ncnc2c1nc[n]2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O)NC(C(=O)O)C(O)CO","","nucleotide"
"418","34830551G","hydroxywybutosine-5'-monophosphate","Guanosine","pOHyW","COC(=O)NC(C(=O)OC)C(O)Cc1c(C)nc2[n](C)c3c(c(=O)[n]12)nc[n]3[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O","","nucleotide"
"419","42551G","isowyosine-5'-monophosphate","Guanosine","pimG2","Cc1nc2[nH]c3c(c(=O)[n]2c1C)nc[n]3[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O","","nucleotide"
"420","106551G","mannosyl-queuosine-5'-monophosphate","Guanosine","pmanQ","Nc1nc2c(c(CN[C@H]3C=C[C@H](O)[C@@H]3O[C@@H]3OC(CO)[C@@H](O)[C@@H](O)C3O)c[n]2[C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1","8","nucleotide"
"421","3480551G","methylated undermodified hydroxywybutosine-5'-monophosphate","Guanosine","pOHyWy","COC(=O)C(N)C(O)Cc1c(C)nc2[n](C)c3c(c(=O)[n]12)nc[n]3[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O","","nucleotide"
"422","34832551G","peroxywybutosine-5'-monophosphate","Queuosine (QtRNA)","po2yW","COC(=O)NC(C(=O)OC)C(Cc1c(C)nc2[n](C)c3c(c(=O)[n]12)nc[n]3[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O)OO","Ŵ","nucleotide"
"423","10551G","queuosine-5'-monophospate","Guanosine","pQ","Nc1nc2c(c(CN[C@H]3C=C[C@H](O)[C@@H]3O)c[n]2[C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1","Q","nucleotide"
"424","3470551G","undermodified hydroxywybutosine-5'-monophospate","Guanosine","pOHyWx","Cc1nc2[n](C)c3c(c(=O)[n]2c1CC(O)C(N)C(=O)O)nc[n]3[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O","","nucleotide"
"425","503551U","uridine 5-oxyacetic acid methyl ester-5'-monophospate","Uridine","pmcmo5U","COC(=O)COc1c[n](C2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]c1=O","","nucleotide"
"426","34551G","wyosine-5'-monophospate","Guanosine","pimG","Cc1c[n]2c(=O)c3nc[n]([C@@H]4O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]4O)c3[n](C)c2n1","","nucleotide"
"427","044551C","N4,N4,2'-O-trimethylcytidine-5'-monophospate","Cytidine","pm4,4Cm","CO[C@@H]1[C@H](O)[C@@H](COP(=O)([O-])[O-])O[C@H]1[n]1ccc(N(C)C)nc1=O","","nucleotide"
"428","02551G","N2,2'-O-dimethylguanosine-5'-monophospate","Guanosine","pm2Gm","CNc1nc2c(nc[n]2[C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2OC)c(=O)[nH]1","","nucleotide"
"429","022551G","N2,N2,2'-O-trimethylguanosine-5'-monophospate","Guanosine","pm2,2Gm","CO[C@@H]1[C@H](O)[C@@H](COP(=O)([O-])[O-])O[C@H]1[n]1cnc2c(=O)[nH]c(N(C)C)nc12","|","nucleotide"
"430","06551A","N6,2'-O-dimethyladenosine-5'-monophospate","Adenosine","pm6Am","CNc1ncnc2c1nc[n]2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1OC","χ","nucleotide"
"431","066551A","N6,N6,2'-O-trimethyladenosine-5'-monophospate","Adenosine","pm6,6Am","CO[C@@H]1[C@H](O)[C@@H](COP(=O)([O-])[O-])O[C@H]1[n]1cnc2c(N(C)C)ncnc12","","nucleotide"
"432","60551A","N6-(cis-hydroxyisopentenyl)adenosine-5'-monophospate","Adenosine","pio6A","CC(=CCNc1ncnc2c1nc[n]2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O)CO","`","nucleotide"
"433","64551A","N6-acetyladenosine-5'-monophospate","Adenosine","pac6A","CC(=O)Nc1ncnc2c1nc[n]2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O","","nucleotide"
"434","67551A","N6-formyladenosine-5'-monophospate","Adenosine","pf6A","O=CNc1ncnc2c1nc[n]2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O","","nucleotide"
"435","65551A","N6-glycinylcarbamoyladenosine-5'-monophosphate","Adenosine","pg6A","O=C(O)CNC(=O)Nc1ncnc2c1nc[n]2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O","","nucleotide"
"436","68551A","N6-hydroxymethyladenosine-5'-monophosphate","Adenosine","phm6A","O=P([O-])([O-])OC[C@H]1O[C@@H]([n]2cnc3c(NCO)ncnc23)[C@H](O)[C@@H]1O","","nucleotide"
"437","63551A","N6-hydroxynorvalylcarbamoyladenosine-5'-monophosphate","Adenosine","phn6A","CCC(O)C(NC(=O)Nc1ncnc2c1nc[n]2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O)C(=O)O","","nucleotide"
"440","27551G","N2,7-dimethylguanosine-5'-monophosphate","Guanosine","pm2,7G","CNc1nc(=O)c2c([n]([C@H]3[C@H](O)[C@H](O)[C@@H](COP(=O)([O-])[O-])O3)c[n+]2C)n1","","nucleotide"
"441","227551G","N2,N2,7-trimethylguanosine-5'-monophosphate","Guanosine","pm2,2,7G","CN(c1nc(=O)c2c([n]([C@H]3[C@H](O)[C@H](O)[C@@H](COP(=O)([O-])[O-])O3)c[n+]2C)n1)C","","nucleotide"
"442","027551G","N2,7,2'-O-trimethylguanosine-5'-monophosphate","Guanosine","pm2,7Gm","CNc1nc(=O)c2c([n]([C@H]3[C@H](OC)[C@H](O)[C@@H](COP(=O)([O-])[O-])O3)c[n+]2C)n1","","nucleotide"
"443","","[(2R,3S,5R)-5-(5-Bromo-2,4-dioxopyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methyl phosphate","Uridine",",j","O[C@@H]1[C@@H](COP(=O)([O-])[O-])O[C@@H]([n]2c(=O)[nH]c(=O)c(Br)c2)C1","","nucleotide"
"444","551A","adenosine-5'-monophosphate","Adenosine","pA","Nc1c2c([n]([C@H]3[C@H](O)[C@H](O)[C@@H](COP(=O)([O-])[O-])O3)cn2)ncn1","A","nucleotide"
